Question	Answer	Source	Metadata
kvalitet frukt og grønt	**Kvaliteten er stort sett fantastisk.** Dette er selvfølgelig svært viktig for både deg og oss.\n\n Frukt og grønt har ekstremt kort omløpstid hos oss, som betyr at du bare får det ferskeste av det ferske, og ofte av mye bedre kvalitet enn i butikken. I tillegg har vi strenge kvalitetsrutiner. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)\n\n Det tydeligste tegnet på at kundene våre er fornøyde med kvaliteten, finnes i salgstallene. **Kolonial.no er DEN butikken i Norge som selger MEST frukt og grønt **, og vi selger nesten dobbelt så mye frukt og grønt som en gjennomsnittlig butikk. Mens en vanlig butikk som regel selger som litt over 9% frukt og grønnsaker, er nesten 16% av alt vi selger fra denne kategorien (Tall fra 2016). Det er vi utrolig stolte av.\n\nHar du opplevd noe annet, er det viktig at du [forteller oss det](mailto:mailto:hei@kolonial.no) slik at vi kan rette det opp.	https://hjelp.kolonial.no/	
kvalitet	**Kvaliteten er stort sett fantastisk.** Dette er selvfølgelig svært viktig for både deg og oss.\n\n Frukt og grønt har ekstremt kort omløpstid hos oss, som betyr at du bare får det ferskeste av det ferske, og ofte av mye bedre kvalitet enn i butikken. I tillegg har vi strenge kvalitetsrutiner. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)\n\n Det tydeligste tegnet på at kundene våre er fornøyde med kvaliteten, finnes i salgstallene. **Kolonial.no er DEN butikken i Norge som selger MEST frukt og grønt **, og vi selger nesten dobbelt så mye frukt og grønt som en gjennomsnittlig butikk. Mens en vanlig butikk som regel selger som litt over 9% frukt og grønnsaker, er nesten 16% av alt vi selger fra denne kategorien (Tall fra 2016). Det er vi utrolig stolte av.\n\nHar du opplevd noe annet, er det viktig at du [forteller oss det](mailto:mailto:hei@kolonial.no) slik at vi kan rette det opp.	https://hjelp.kolonial.no/	
kvalitet frukt	**Kvaliteten er stort sett fantastisk.** Dette er selvfølgelig svært viktig for både deg og oss.\n\n Frukt og grønt har ekstremt kort omløpstid hos oss, som betyr at du bare får det ferskeste av det ferske, og ofte av mye bedre kvalitet enn i butikken. I tillegg har vi strenge kvalitetsrutiner. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)\n\n Det tydeligste tegnet på at kundene våre er fornøyde med kvaliteten, finnes i salgstallene. **Kolonial.no er DEN butikken i Norge som selger MEST frukt og grønt **, og vi selger nesten dobbelt så mye frukt og grønt som en gjennomsnittlig butikk. Mens en vanlig butikk som regel selger som litt over 9% frukt og grønnsaker, er nesten 16% av alt vi selger fra denne kategorien (Tall fra 2016). Det er vi utrolig stolte av.\n\nHar du opplevd noe annet, er det viktig at du [forteller oss det](mailto:mailto:hei@kolonial.no) slik at vi kan rette det opp.	https://hjelp.kolonial.no/	
kvalitet grønt	**Kvaliteten er stort sett fantastisk.** Dette er selvfølgelig svært viktig for både deg og oss.\n\n Frukt og grønt har ekstremt kort omløpstid hos oss, som betyr at du bare får det ferskeste av det ferske, og ofte av mye bedre kvalitet enn i butikken. I tillegg har vi strenge kvalitetsrutiner. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)\n\n Det tydeligste tegnet på at kundene våre er fornøyde med kvaliteten, finnes i salgstallene. **Kolonial.no er DEN butikken i Norge som selger MEST frukt og grønt **, og vi selger nesten dobbelt så mye frukt og grønt som en gjennomsnittlig butikk. Mens en vanlig butikk som regel selger som litt over 9% frukt og grønnsaker, er nesten 16% av alt vi selger fra denne kategorien (Tall fra 2016). Det er vi utrolig stolte av.\n\nHar du opplevd noe annet, er det viktig at du [forteller oss det](mailto:mailto:hei@kolonial.no) slik at vi kan rette det opp.	https://hjelp.kolonial.no/	
Hvordan håndteres kjølevarer og frysevarer?	Varene pakkes separat i ulike temperatursoner (tørr, frys og kjøl) på vårt lager, og blir fraktet separat under de samme forholdene i en ubrutt kjede helt fram til hentepunktet. Der oppbevares de selvfølgelig også tørt, fryst og kjølt helt til du henter dem. Dersom du velger hjemkjøring, blir de selvfølgelig også fraktet videre under samme forhold helt fram.	https://hjelp.kolonial.no/	
kjølevarer	Varene pakkes separat i ulike temperatursoner (tørr, frys og kjøl) på vårt lager, og blir fraktet separat under de samme forholdene i en ubrutt kjede helt fram til hentepunktet. Der oppbevares de selvfølgelig også tørt, fryst og kjølt helt til du henter dem. Dersom du velger hjemkjøring, blir de selvfølgelig også fraktet videre under samme forhold helt fram.	https://hjelp.kolonial.no/	
frysevarer	Varene pakkes separat i ulike temperatursoner (tørr, frys og kjøl) på vårt lager, og blir fraktet separat under de samme forholdene i en ubrutt kjede helt fram til hentepunktet. Der oppbevares de selvfølgelig også tørt, fryst og kjølt helt til du henter dem. Dersom du velger hjemkjøring, blir de selvfølgelig også fraktet videre under samme forhold helt fram.	https://hjelp.kolonial.no/	
håndtering av kjølevarer	Varene pakkes separat i ulike temperatursoner (tørr, frys og kjøl) på vårt lager, og blir fraktet separat under de samme forholdene i en ubrutt kjede helt fram til hentepunktet. Der oppbevares de selvfølgelig også tørt, fryst og kjølt helt til du henter dem. Dersom du velger hjemkjøring, blir de selvfølgelig også fraktet videre under samme forhold helt fram.	https://hjelp.kolonial.no/	
håndtering frysevarer	Varene pakkes separat i ulike temperatursoner (tørr, frys og kjøl) på vårt lager, og blir fraktet separat under de samme forholdene i en ubrutt kjede helt fram til hentepunktet. Der oppbevares de selvfølgelig også tørt, fryst og kjølt helt til du henter dem. Dersom du velger hjemkjøring, blir de selvfølgelig også fraktet videre under samme forhold helt fram.	https://hjelp.kolonial.no/	
Er frukt og grønt like ferskt alle dager?	Frukt og grønt blir fylt på hele tiden og kvalitetssjekkes hver dag, så det skal i prinsippet ikke være noen dager som er bedre enn andre. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)	https://hjelp.kolonial.no/	
fersk frukt	Frukt og grønt blir fylt på hele tiden og kvalitetssjekkes hver dag, så det skal i prinsippet ikke være noen dager som er bedre enn andre. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)	https://hjelp.kolonial.no/	
fersk grønt	Frukt og grønt blir fylt på hele tiden og kvalitetssjekkes hver dag, så det skal i prinsippet ikke være noen dager som er bedre enn andre. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)	https://hjelp.kolonial.no/	
ferskt	Frukt og grønt blir fylt på hele tiden og kvalitetssjekkes hver dag, så det skal i prinsippet ikke være noen dager som er bedre enn andre. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)	https://hjelp.kolonial.no/	
kvalitet frukt og grønt	Frukt og grønt blir fylt på hele tiden og kvalitetssjekkes hver dag, så det skal i prinsippet ikke være noen dager som er bedre enn andre. [Les mer om kvalitet her](https://kolonial.no/om/kvalitet/)	https://hjelp.kolonial.no/	
Blomstene mine er klemt eller pjuskete	#### **Det er ikke noe å bekymre seg for!**\n\n Det høres kanskje rart ut, men det er sånn alle snittblomster kommer til Norge, og dermed er det et kvalitetstegn at roser og andre snittblomster er litt klemt når du får dem. Blomsterbutikker og dagligvarebutikker setter blomster på vann i 2-7 dager før kundene kjøper dem. Hos oss får du blomster som kommer rett fra produsenten uten å ha stått på utstilling først! \n\n Prøv å sett dem i vann. Du bør oppleve at du får de fineste og mest holdbare blomstene du noen gang har kjøpt! \n\n[Ler mer om kvaliteten på blomstene våre her](https://kolonial.no/om/kvalitet/#blomster)	https://hjelp.kolonial.no/	
klemte blomster	#### **Det er ikke noe å bekymre seg for!**\n\n Det høres kanskje rart ut, men det er sånn alle snittblomster kommer til Norge, og dermed er det et kvalitetstegn at roser og andre snittblomster er litt klemt når du får dem. Blomsterbutikker og dagligvarebutikker setter blomster på vann i 2-7 dager før kundene kjøper dem. Hos oss får du blomster som kommer rett fra produsenten uten å ha stått på utstilling først! \n\n Prøv å sett dem i vann. Du bør oppleve at du får de fineste og mest holdbare blomstene du noen gang har kjøpt! \n\n[Ler mer om kvaliteten på blomstene våre her](https://kolonial.no/om/kvalitet/#blomster)	https://hjelp.kolonial.no/	
pjuskete blomster	#### **Det er ikke noe å bekymre seg for!**\n\n Det høres kanskje rart ut, men det er sånn alle snittblomster kommer til Norge, og dermed er det et kvalitetstegn at roser og andre snittblomster er litt klemt når du får dem. Blomsterbutikker og dagligvarebutikker setter blomster på vann i 2-7 dager før kundene kjøper dem. Hos oss får du blomster som kommer rett fra produsenten uten å ha stått på utstilling først! \n\n Prøv å sett dem i vann. Du bør oppleve at du får de fineste og mest holdbare blomstene du noen gang har kjøpt! \n\n[Ler mer om kvaliteten på blomstene våre her](https://kolonial.no/om/kvalitet/#blomster)	https://hjelp.kolonial.no/	
dårlige blomster	#### **Det er ikke noe å bekymre seg for!**\n\n Det høres kanskje rart ut, men det er sånn alle snittblomster kommer til Norge, og dermed er det et kvalitetstegn at roser og andre snittblomster er litt klemt når du får dem. Blomsterbutikker og dagligvarebutikker setter blomster på vann i 2-7 dager før kundene kjøper dem. Hos oss får du blomster som kommer rett fra produsenten uten å ha stått på utstilling først! \n\n Prøv å sett dem i vann. Du bør oppleve at du får de fineste og mest holdbare blomstene du noen gang har kjøpt! \n\n[Ler mer om kvaliteten på blomstene våre her](https://kolonial.no/om/kvalitet/#blomster)	https://hjelp.kolonial.no/	
Fast bestilling for bedrifter	Fast bestilling tilbys foreløpig kun til bedrifter.\n\n### Slik setter du opp fast bestilling\n\n 1  Fast bestilling kan settes opp på handlelister som du lager og dukker opp som et valg **når du har gjort minst én handel på kontoen**	https://hjelp.kolonial.no/	
fast bestilling	Fast bestilling tilbys foreløpig kun til bedrifter.\n\n### Slik setter du opp fast bestilling\n\n 1  Fast bestilling kan settes opp på handlelister som du lager og dukker opp som et valg **når du har gjort minst én handel på kontoen**	https://hjelp.kolonial.no/	
faste bestillinger	Fast bestilling tilbys foreløpig kun til bedrifter.\n\n### Slik setter du opp fast bestilling\n\n 1  Fast bestilling kan settes opp på handlelister som du lager og dukker opp som et valg **når du har gjort minst én handel på kontoen**	https://hjelp.kolonial.no/	
Opprette en bedriftskonto	Bedriftskonto kan du enkelt opprette [her](https://kolonial.no/bedrift/registrer/)\n\n*   [Overføre bedriftskonto til en annen i bedriften](https://hjelp.kolonial.no/article/238-overfore-bedriftskonto-til-en-annen-i-bedriften)	https://hjelp.kolonial.no/	
bedriftskonto	Bedriftskonto kan du enkelt opprette [her](https://kolonial.no/bedrift/registrer/)\n\n*   [Overføre bedriftskonto til en annen i bedriften](https://hjelp.kolonial.no/article/238-overfore-bedriftskonto-til-en-annen-i-bedriften)	https://hjelp.kolonial.no/	
Hvilke priser er det jeg ser?	Når du er innlogget som bedriftskunde ser du alle varene i butikken med bedriftspriser. Disse er litt høyere enn prisene du ser utlogget og som privatperson. Dette har vi blant annet fordi det er høyere kostnader knyttet til betalingsutsettelse ved betaling med faktura. Det er også noe dyrere for oss å pakke på natten for å få levert ut varene tidlig på morgenen når våre bedriftskunder ønsker mat. Dette er to av flere forhold som gjør at vi ønsker litt mer betalt fra bedriftskundene våre. Men det er viktig å huske at vi uansett er suverent billigst av bedriftsløsningene - opptil 57% billigere enn lignende aktører - selv når påslaget er medregnet.\n\nDersom du er innlogget som bedrift vil du også oppleve at butikken er tilpasset deg som bedriftskunde med et større og tilpasset utvalg, kvantumsrabatter og funksjoner som [fast bestilling](https://hjelp.kolonial.no/article/264-sette-opp-fast-bestilling)\n\nAlle prisene du ser er inkludert merverdiavgift. Les mer [her](https://hjelp.kolonial.no/article/229-er-bedriftsprisene-inkludert-merverdiavgift)	https://hjelp.kolonial.no/	
priser som oppgis	Når du er innlogget som bedriftskunde ser du alle varene i butikken med bedriftspriser. Disse er litt høyere enn prisene du ser utlogget og som privatperson. Dette har vi blant annet fordi det er høyere kostnader knyttet til betalingsutsettelse ved betaling med faktura. Det er også noe dyrere for oss å pakke på natten for å få levert ut varene tidlig på morgenen når våre bedriftskunder ønsker mat. Dette er to av flere forhold som gjør at vi ønsker litt mer betalt fra bedriftskundene våre. Men det er viktig å huske at vi uansett er suverent billigst av bedriftsløsningene - opptil 57% billigere enn lignende aktører - selv når påslaget er medregnet.\n\nDersom du er innlogget som bedrift vil du også oppleve at butikken er tilpasset deg som bedriftskunde med et større og tilpasset utvalg, kvantumsrabatter og funksjoner som [fast bestilling](https://hjelp.kolonial.no/article/264-sette-opp-fast-bestilling)\n\nAlle prisene du ser er inkludert merverdiavgift. Les mer [her](https://hjelp.kolonial.no/article/229-er-bedriftsprisene-inkludert-merverdiavgift)	https://hjelp.kolonial.no/	
pris oppgitt	Når du er innlogget som bedriftskunde ser du alle varene i butikken med bedriftspriser. Disse er litt høyere enn prisene du ser utlogget og som privatperson. Dette har vi blant annet fordi det er høyere kostnader knyttet til betalingsutsettelse ved betaling med faktura. Det er også noe dyrere for oss å pakke på natten for å få levert ut varene tidlig på morgenen når våre bedriftskunder ønsker mat. Dette er to av flere forhold som gjør at vi ønsker litt mer betalt fra bedriftskundene våre. Men det er viktig å huske at vi uansett er suverent billigst av bedriftsløsningene - opptil 57% billigere enn lignende aktører - selv når påslaget er medregnet.\n\nDersom du er innlogget som bedrift vil du også oppleve at butikken er tilpasset deg som bedriftskunde med et større og tilpasset utvalg, kvantumsrabatter og funksjoner som [fast bestilling](https://hjelp.kolonial.no/article/264-sette-opp-fast-bestilling)\n\nAlle prisene du ser er inkludert merverdiavgift. Les mer [her](https://hjelp.kolonial.no/article/229-er-bedriftsprisene-inkludert-merverdiavgift)	https://hjelp.kolonial.no/	
Leveringstider for bedriftskunder	Vi leverer til våre bedriftskunder fra tidlig morgen og utover dagen alle hverdager, men akkurat hva som gjelder for ditt område kan variere. Leveringsgebyret starter på kr. 39,- og varierer avhengig av dag og hvor fleksible dere kan være.\n\n[Se hvilke alternativer som gjelder for ditt postnummer her](https://kolonial.no/utlevering/)	https://hjelp.kolonial.no/	
leveringstider bedrifter	Vi leverer til våre bedriftskunder fra tidlig morgen og utover dagen alle hverdager, men akkurat hva som gjelder for ditt område kan variere. Leveringsgebyret starter på kr. 39,- og varierer avhengig av dag og hvor fleksible dere kan være.\n\n[Se hvilke alternativer som gjelder for ditt postnummer her](https://kolonial.no/utlevering/)	https://hjelp.kolonial.no/	
Hvorfor kreditt og logistikkgebyret?	Bedrifter betaler i utgangspunktet en litt høyere sum for varene enn privatpersoner. Det er noen grunner til dette: \n 1 \n\n Å levere tidlig på morgenen er litt dyrere for oss enn å levere ut varene på ettermiddagen, for eksempel fordi varene må pakkes på kvelden og natten før. \n 2 \n\n Når vi tilbyr betaling med faktura tar vi kredittrisiko ettersom vi ikke får betalt for varene idet vi selger dem. \n\n\n Dette er to av flere forhold som gjør at vi ønsker litt mer betalt fra bedriftskundene våre. Men det er viktig å huske at vi uansett er suverent billigst av bedriftsløsningene - opptil 25% billigere enn lignende aktører - selv når påslaget er medregnet.**	https://hjelp.kolonial.no/	
Endring av fast bestilling for bedrifter	## ** Endringer som er permanente, eller gjelder flere bestillinger i en periode fremover, gjør du direkte i handlelisten.**\n\n###  Gjelder endringen kun** for førstkommende bestilling, følg instruksene nedenfor:\n\n Det er ulike måter å fjerne og legge til varer på en fast bestilling avhengig av om du husker å endre før eller etter bestillingstidspunktet kl 14.00:\n\n#### Legge til varer\n\n##### Før 14.00:\n\n 1  Legg «tilleggsvarene» rett i ** handlekurven**. Alt som ligger i handlekurven kommer med når fast bestilling legges inn. \n\n##### Etter 14.00 (men før bestillingsfrist kl. 18.00):\n\n 1  Legg varene i kurven  2  Trykk fortsett  3  Velg at du ønsker varene på bestillingen som allerede ligger inne. \n\n####  Fjerne varer\n\n##### Før 14.00:\n\n 1  Det finnes dessverre ikke noen veldig smidig måte å fjerne varer kun fra førstkommende bestilling. Om endringen gjøres før 14.00 må varen fjernes fra **handlelisten** for deretter å legges til igjen før neste bestilling gjennomføres. Vi jobber med å finne enklere løsninger her. \n\n##### Etter 14.00 (men før bestillingsfrist kl. 18.00):\n\n 1  Kanseller bestillingen  2  Kjøp bestillingen på nytt  3  Gjør endringene i handlekurven  4  Gå videre til kassen og bekreft kjøp \n\n> **Tips! **Har du varer i listen som dere trenger sjeldnere? Du kan lage så mange lister du ønsker. En liste kan innholde de varene dere trenger en gang i blant og leveres med en annen hyppighet enn «ukeslisten». Du kan velge mellom hver uke, annenhver, hver tredje eller hver fjerde.\n\n*   [Fast bestilling for bedrifter](https://hjelp.kolonial.no/article/264-sette-opp-fast-bestilling)	https://hjelp.kolonial.no/	
Endre adresse eller oppdatere informasjon om bedriften	Du kan enkelt oppdatere og endre både fakturaadresse, leveringsadresse og foretrukket betalingsmetode selv. Hvis du ønsker at spesiell informasjon skal komme med på fakturaen, f.eks. navn på bestiller, PO-nummer eller en referanse, kan du legge til dette under feltene for fakturareferanse.\n\n Dette gjør du ved å logge inn på brukeren din og deretter trykke på navnet på din bedrift, eller ved å klikke [her](https://kolonial.no/bedrift/endre/)	https://hjelp.kolonial.no/	
endre adresse bedrift	Du kan enkelt oppdatere og endre både fakturaadresse, leveringsadresse og foretrukket betalingsmetode selv. Hvis du ønsker at spesiell informasjon skal komme med på fakturaen, f.eks. navn på bestiller, PO-nummer eller en referanse, kan du legge til dette under feltene for fakturareferanse.\n\n Dette gjør du ved å logge inn på brukeren din og deretter trykke på navnet på din bedrift, eller ved å klikke [her](https://kolonial.no/bedrift/endre/)	https://hjelp.kolonial.no/	
oppdatere informasjon bedrift	Du kan enkelt oppdatere og endre både fakturaadresse, leveringsadresse og foretrukket betalingsmetode selv. Hvis du ønsker at spesiell informasjon skal komme med på fakturaen, f.eks. navn på bestiller, PO-nummer eller en referanse, kan du legge til dette under feltene for fakturareferanse.\n\n Dette gjør du ved å logge inn på brukeren din og deretter trykke på navnet på din bedrift, eller ved å klikke [her](https://kolonial.no/bedrift/endre/)	https://hjelp.kolonial.no/	
Tilbyr dere catering?	I samarbeid med Nobel Catering & Conditori tilbyr vi catering av fantastisk kvalitet. De fokuserer på de beste råvarene, kunnskapsrike kokker, fristende utseende og delikat presentasjon.\n\nNobel Catering & Conditori bruker aller helst kortreiste produkter og råvarer og legger stor vekt på matsikkerhet med kvalitetskontroll på alle leveringer. Alt håndlages fra bunnen av og alle retter og kaker er ferskvare. Med over 30 års erfaring har de klart å holde produksjonskostnadene nede slik at kvalitet ikke trenger å gå på bekostning av pris. Det er bra\n\nNår du bestiller catering via Kolonial.no er det Nobel Catering & Conditori som står for hele bestillingen fra skjemaet er sendt inn til maten er levert. Betaling og bestillingshistorikk ligger også hos dem. Har du spørsmål kan du [ta direkte kontakt med dem på denne siden](https://nobelcatering.no/contacts)	https://hjelp.kolonial.no/	
catering	I samarbeid med Nobel Catering & Conditori tilbyr vi catering av fantastisk kvalitet. De fokuserer på de beste råvarene, kunnskapsrike kokker, fristende utseende og delikat presentasjon.\n\nNobel Catering & Conditori bruker aller helst kortreiste produkter og råvarer og legger stor vekt på matsikkerhet med kvalitetskontroll på alle leveringer. Alt håndlages fra bunnen av og alle retter og kaker er ferskvare. Med over 30 års erfaring har de klart å holde produksjonskostnadene nede slik at kvalitet ikke trenger å gå på bekostning av pris. Det er bra\n\nNår du bestiller catering via Kolonial.no er det Nobel Catering & Conditori som står for hele bestillingen fra skjemaet er sendt inn til maten er levert. Betaling og bestillingshistorikk ligger også hos dem. Har du spørsmål kan du [ta direkte kontakt med dem på denne siden](https://nobelcatering.no/contacts)	https://hjelp.kolonial.no/	
Kan dere levere før lunsj?	**Ja det kan vi! **Vi tilbyr flere leveringsluker med forskjellige priser. [Se hvilke utleveringsalternativer og priser som gjelder i ditt område](https://kolonial.no/utlevering/)\n\n Dersom du må ha varene innen et visst tidspunkt har du mulighet til å velge det - men du kan få ekstra billig levering hvis du er fleksibel. De fleste ønsker levering mandager før lunsj, og derfor vil dette normalt koste noe mer enn f.eks. et større leveringsintervall på en onsdag.	https://hjelp.kolonial.no/	
Overføre bedriftskonto til en annen i bedriften	###  Slik gjør du\n\n 1  Logg inn på vanlig måte.  2  Gå inn på [kontoinnstillingene](https://kolonial.no/konto/endre/) og endre navn og e-postadresse. Husk å lagre. Den nye e-postadressen vil bli det nye brukernavnet for å logge inn på bedriftens konto.  3  For å sette nytt passord velger du "glemt passord" neste gang du logger inn. Da vil du få en mail til den nye mailadressen du har skrevet inn. Eller du kan endre med en gang [her.](https://kolonial.no/bruker/nullstill-passord/)	https://hjelp.kolonial.no/	
Betalingsmetoder på Kolonial.no	Betaling skjer på nett i det du bestiller.\n\n#### Vi tilbyr følgende betalingsalternativer:\n\n**Privatkunder** Kredittkort (VISA eller Mastercard) 	https://hjelp.kolonial.no/	
betalingsalternativer	Betaling skjer på nett i det du bestiller.\n\n#### Vi tilbyr følgende betalingsalternativer:\n\n**Privatkunder** Kredittkort (VISA eller Mastercard) 	https://hjelp.kolonial.no/	
Kan jeg betale med faktura?	Vi tilbyr betaling med faktura til to grupper brukere:\n\n### Bedriftskunder\n\n For å få betale med faktura må du [opprette en bedriftskonto hos oss](https://kolonial.no/bedrift/registrer/) Bedriftskundene våre kan motta faktura på to måter:\n\n*   Faktura per e-post (PDF)\n*   Faktura i Elektronisk Handelsformat (EHF)	https://hjelp.kolonial.no/	
faktura	Vi tilbyr betaling med faktura til to grupper brukere:\n\n### Bedriftskunder\n\n For å få betale med faktura må du [opprette en bedriftskonto hos oss](https://kolonial.no/bedrift/registrer/) Bedriftskundene våre kan motta faktura på to måter:\n\n*   Faktura per e-post (PDF)\n*   Faktura i Elektronisk Handelsformat (EHF)	https://hjelp.kolonial.no/	
Kortet mitt avvises, jeg får ikke betalt	####  Det er tre vanlige grunner til at betaling feiler ved at kortet avvises:\n\n 1  Kortet har utløpt  2  Kortet har ikke dekning  3  Kortet er sperret \n\n Forsikre deg om at du har dekning på kortet og prøv gjerne et annet kort dersom problemet fortsetter. Dersom du har spørsmål, [ta kontakt med oss](mailto:hei@kolonial.no)\n\n#### Andre mulige grunner:\n\n*   Det er ikke et kort som støttes (Vi støtter kun VISA og Mastercard)\n*   Kortet er ikke fra Norden (Norge, Sverige, Danmark, Finland og Island.)	https://hjelp.kolonial.no/	
avvist kort	####  Det er tre vanlige grunner til at betaling feiler ved at kortet avvises:\n\n 1  Kortet har utløpt  2  Kortet har ikke dekning  3  Kortet er sperret \n\n Forsikre deg om at du har dekning på kortet og prøv gjerne et annet kort dersom problemet fortsetter. Dersom du har spørsmål, [ta kontakt med oss](mailto:hei@kolonial.no)\n\n#### Andre mulige grunner:\n\n*   Det er ikke et kort som støttes (Vi støtter kun VISA og Mastercard)\n*   Kortet er ikke fra Norden (Norge, Sverige, Danmark, Finland og Island.)	https://hjelp.kolonial.no/	
Slik fungerer gavekortkode	###  Har du mottatt en gavekortkode? Slik gjør du: \n\n 1 \n\n Lag en konto hvis du ikke har det allerede. Du må ha registrert en konto hos oss for å kunne bruke gavekort-koder. \n 2 \n\n Når du er logget inn finner du en link («jeg har et gavekort») nederst på [handlekurv-siden](https://kolonial.no/handlekurv/)**Foreløpig må du bruke nettbutikken, da appene ikke har dette feltet.**\n 3 \n\n Fyll inn koden din og trykk OK. Du vil få en respons i form av et gult blink og en minuslinje på totalsummen. \n 4 \n\n Gå deretter videre til betaling ved å trykke «Fortsett».	https://hjelp.kolonial.no/	
gavekortkode	###  Har du mottatt en gavekortkode? Slik gjør du: \n\n 1 \n\n Lag en konto hvis du ikke har det allerede. Du må ha registrert en konto hos oss for å kunne bruke gavekort-koder. \n 2 \n\n Når du er logget inn finner du en link («jeg har et gavekort») nederst på [handlekurv-siden](https://kolonial.no/handlekurv/)**Foreløpig må du bruke nettbutikken, da appene ikke har dette feltet.**\n 3 \n\n Fyll inn koden din og trykk OK. Du vil få en respons i form av et gult blink og en minuslinje på totalsummen. \n 4 \n\n Gå deretter videre til betaling ved å trykke «Fortsett».	https://hjelp.kolonial.no/	
I nettbanken ser det ut som dere har trukket meg to ganger	Dette kan oppstå når man har kansellert en bestilling og lagt inn en ny.\n\n På grunn av forsinkelse hos bankene kan et «reservert beløp» stå en stund etter at det annulleres, men slapp helt av - pengene fristilles etter litt tid. **Selv om det kan virke som vi har reservert to beløp,**** er det kun siste (og riktige) beløp som faktisk vil forlate kontoen.**\n\n Forsinkelsen ligger fullt og helt hos banken din, og i verste fall kan det ta noen dager. Ta gjerne kontakt med banken din dersom du har ventet mer enn 4 dager - vi kan hjelpe deg å dokumentere at trekket for lengst er annullert.\n\n*   [Endre bestilling eller legge til varer](https://hjelp.kolonial.no/article/193-endre-bestilling)\n*   [Feil totalbeløp i kontoutskrift](https://hjelp.kolonial.no/article/290-feil-totalbelop-i-kontoutskrift)	https://hjelp.kolonial.no/	
trukket flere ganger	Dette kan oppstå når man har kansellert en bestilling og lagt inn en ny.\n\n På grunn av forsinkelse hos bankene kan et «reservert beløp» stå en stund etter at det annulleres, men slapp helt av - pengene fristilles etter litt tid. **Selv om det kan virke som vi har reservert to beløp,**** er det kun siste (og riktige) beløp som faktisk vil forlate kontoen.**\n\n Forsinkelsen ligger fullt og helt hos banken din, og i verste fall kan det ta noen dager. Ta gjerne kontakt med banken din dersom du har ventet mer enn 4 dager - vi kan hjelpe deg å dokumentere at trekket for lengst er annullert.\n\n*   [Endre bestilling eller legge til varer](https://hjelp.kolonial.no/article/193-endre-bestilling)\n*   [Feil totalbeløp i kontoutskrift](https://hjelp.kolonial.no/article/290-feil-totalbelop-i-kontoutskrift)	https://hjelp.kolonial.no/	
trukket to ganger	Dette kan oppstå når man har kansellert en bestilling og lagt inn en ny.\n\n På grunn av forsinkelse hos bankene kan et «reservert beløp» stå en stund etter at det annulleres, men slapp helt av - pengene fristilles etter litt tid. **Selv om det kan virke som vi har reservert to beløp,**** er det kun siste (og riktige) beløp som faktisk vil forlate kontoen.**\n\n Forsinkelsen ligger fullt og helt hos banken din, og i verste fall kan det ta noen dager. Ta gjerne kontakt med banken din dersom du har ventet mer enn 4 dager - vi kan hjelpe deg å dokumentere at trekket for lengst er annullert.\n\n*   [Endre bestilling eller legge til varer](https://hjelp.kolonial.no/article/193-endre-bestilling)\n*   [Feil totalbeløp i kontoutskrift](https://hjelp.kolonial.no/article/290-feil-totalbelop-i-kontoutskrift)	https://hjelp.kolonial.no/	
Hvorfor tilbyr dere ikke American Express, Diners Club, PayPal osv.?	Vi vil gjerne tilby mest mulig valgfrihet og enkelhet, men som dagligvarebutikk skiller vi oss ganske ganske kraftig fra andre bransjer og andre nettbutikker. Vi har utrolig små marginer, og gebyrene flere av disse selskapene tar for å prosessere betaling er rett og slett for høye til at det er mulig for oss å tilby dem som betalingsalternativer.\n\n Beklager det!\n\n*   [Betalingsmetoder på Kolonial.no](https://hjelp.kolonial.no/article/184-betalingsmetoder-pa-kolonialno)	https://hjelp.kolonial.no/	
paypal	Vi vil gjerne tilby mest mulig valgfrihet og enkelhet, men som dagligvarebutikk skiller vi oss ganske ganske kraftig fra andre bransjer og andre nettbutikker. Vi har utrolig små marginer, og gebyrene flere av disse selskapene tar for å prosessere betaling er rett og slett for høye til at det er mulig for oss å tilby dem som betalingsalternativer.\n\n Beklager det!\n\n*   [Betalingsmetoder på Kolonial.no](https://hjelp.kolonial.no/article/184-betalingsmetoder-pa-kolonialno)	https://hjelp.kolonial.no/	
american express	Vi vil gjerne tilby mest mulig valgfrihet og enkelhet, men som dagligvarebutikk skiller vi oss ganske ganske kraftig fra andre bransjer og andre nettbutikker. Vi har utrolig små marginer, og gebyrene flere av disse selskapene tar for å prosessere betaling er rett og slett for høye til at det er mulig for oss å tilby dem som betalingsalternativer.\n\n Beklager det!\n\n*   [Betalingsmetoder på Kolonial.no](https://hjelp.kolonial.no/article/184-betalingsmetoder-pa-kolonialno)	https://hjelp.kolonial.no/	
